ID,Type,Submit Time,Start Time,End Time,Wait Time,Makespan,Turnaround Time,Status
0,malleable,0.00868248,0.00868248,0.0150625,0,0.00638,0.00638,completed
1,malleable,0.0132562,0.0132562,0.0196362,0,0.00638,0.00638,completed
2,malleable,0.0674376,0.0674376,0.0738176,0,0.00638,0.00638,completed
3,malleable,0.0840942,0.0840942,0.0904742,0,0.00638,0.00638,completed
4,malleable,0.100091,0.100091,0.106471,0,0.00638,0.00638,completed
5,malleable,0.109177,0.109177,0.115557,0,0.00638,0.00638,completed
6,malleable,0.111369,0.111369,0.117749,0,0.00638,0.00638,completed
7,malleable,0.133078,0.133078,0.139458,0,0.00638,0.00638,completed
8,malleable,0.13834,0.13834,0.14472,0,0.00638,0.00638,completed
9,malleable,0.162655,0.162655,0.169035,0,0.00638,0.00638,completed
10,malleable,0.173565,0.173565,0.179945,0,0.00638,0.00638,completed
11,malleable,0.184423,0.184423,0.190803,0,0.00638,0.00638,completed
12,malleable,0.231303,0.231303,0.237683,0,0.00638,0.00638,completed
13,malleable,0.249861,0.249861,0.256241,0,0.00638,0.00638,completed
14,malleable,0.259501,0.259501,0.265881,0,0.00638,0.00638,completed
15,malleable,0.277447,0.277447,0.283827,0,0.00638,0.00638,completed
16,malleable,0.277569,0.277569,0.283949,0,0.00638,0.00638,completed
17,malleable,0.287315,0.287315,0.293695,0,0.00638,0.00638,completed
18,malleable,0.287797,0.287797,0.294177,0,0.00638,0.00638,completed
19,malleable,0.305982,0.305982,0.312362,0,0.00638,0.00638,completed
20,malleable,0.31866,0.31866,0.32504,0,0.00638,0.00638,completed
21,malleable,0.322675,0.322675,0.329055,0,0.00638,0.00638,completed
22,malleable,0.367332,0.367332,0.373712,0,0.00638,0.00638,completed
23,malleable,0.394118,0.394118,0.400498,0,0.00638,0.00638,completed
24,malleable,0.412472,0.412472,0.418852,0,0.00638,0.00638,completed
25,malleable,0.459034,0.459034,0.465414,0,0.00638,0.00638,completed
26,malleable,0.472708,0.472708,0.479088,0,0.00638,0.00638,completed
27,malleable,0.481883,0.481883,0.488263,0,0.00638,0.00638,completed
28,malleable,0.518714,0.518714,0.525094,0,0.00638,0.00638,completed
29,malleable,0.58796,0.58796,0.59434,0,0.00638,0.00638,completed
30,malleable,0.588954,0.588954,0.595334,0,0.00638,0.00638,completed
31,malleable,0.611048,0.611048,0.617428,0,0.00638,0.00638,completed
32,malleable,0.653937,0.653937,0.660317,1.11022e-16,0.00638,0.00638,completed
33,malleable,0.681734,0.681734,0.688114,0,0.00638,0.00638,completed
34,malleable,0.683277,0.683277,0.689657,0,0.00638,0.00638,completed
35,malleable,0.721348,0.721348,0.727728,0,0.00638,0.00638,completed
36,malleable,0.739751,0.739751,0.746131,0,0.00638,0.00638,completed
37,malleable,0.756616,0.756616,0.762996,0,0.00638,0.00638,completed
38,malleable,0.761457,0.761457,0.767837,0,0.00638,0.00638,completed
39,malleable,0.76731,0.76731,0.77369,0,0.00638,0.00638,completed
40,malleable,0.823081,0.823081,0.829461,1.11022e-16,0.00638,0.00638,completed
41,malleable,0.859463,0.859463,0.865843,0,0.00638,0.00638,completed
42,malleable,0.865785,0.865785,0.872165,0,0.00638,0.00638,completed
43,malleable,0.910224,0.910224,0.916604,0,0.00638,0.00638,completed
44,malleable,0.917083,0.917083,0.923463,0,0.00638,0.00638,completed
45,malleable,0.954769,0.954769,0.961149,0,0.00638,0.00638,completed
46,malleable,0.96062,0.96062,0.967,0,0.00638,0.00638,completed
47,malleable,0.966683,0.966683,0.973063,0,0.00638,0.00638,completed
48,malleable,1.03655,1.03655,1.04293,0,0.00638,0.00638,completed
49,malleable,1.03739,1.03739,1.04377,0,0.00638,0.00638,completed
50,malleable,1.03885,1.03885,1.04523,0,0.00638,0.00638,completed
51,malleable,1.09963,1.09963,1.10601,0,0.00638,0.00638,completed
52,malleable,1.13445,1.13445,1.14083,0,0.00638,0.00638,completed
53,malleable,1.13893,1.13893,1.14531,0,0.00638,0.00638,completed
54,malleable,1.14532,1.14532,1.1517,0,0.00638,0.00638,completed
55,malleable,1.15329,1.15329,1.15967,0,0.00638,0.00638,completed
56,malleable,1.16249,1.16249,1.16887,0,0.00638,0.00638,completed
57,malleable,1.21069,1.21069,1.21707,0,0.00638,0.00638,completed
58,malleable,1.22447,1.22447,1.23085,0,0.00638,0.00638,completed
59,malleable,1.2489,1.2489,1.25528,0,0.00638,0.00638,completed
60,malleable,1.26955,1.26955,1.27593,0,0.00638,0.00638,completed
61,malleable,1.29592,1.29592,1.3023,0,0.00638,0.00638,completed
62,malleable,1.31378,1.31378,1.32016,0,0.00638,0.00638,completed
63,malleable,1.31926,1.31926,1.32564,0,0.00638,0.00638,completed
64,malleable,1.33602,1.33602,1.3424,0,0.00638,0.00638,completed
65,malleable,1.3369,1.3369,1.34328,0,0.00638,0.00638,completed
66,malleable,1.35582,1.35582,1.3622,0,0.00638,0.00638,completed
67,malleable,1.44519,1.44519,1.45157,0,0.00638,0.00638,completed
68,malleable,1.45175,1.45175,1.45813,0,0.00638,0.00638,completed
69,malleable,1.45275,1.45275,1.45913,0,0.00638,0.00638,completed
70,malleable,1.46713,1.46713,1.47351,0,0.00638,0.00638,completed
71,malleable,1.46779,1.46779,1.47417,0,0.00638,0.00638,completed
72,malleable,1.47645,1.47645,1.48283,0,0.00638,0.00638,completed
73,malleable,1.48558,1.48558,1.49196,0,0.00638,0.00638,completed
74,malleable,1.5199,1.5199,1.52628,0,0.00638,0.00638,completed
75,malleable,1.52431,1.52431,1.53069,0,0.00638,0.00638,completed
76,malleable,1.52479,1.52479,1.53117,0,0.00638,0.00638,completed
77,malleable,1.54109,1.54109,1.54747,0,0.00638,0.00638,completed
78,malleable,1.55547,1.55547,1.56185,0,0.00638,0.00638,completed
79,malleable,1.60516,1.60516,1.61154,0,0.00638,0.00638,completed
80,malleable,1.61142,1.61142,1.6178,0,0.00638,0.00638,completed
81,malleable,1.63187,1.63187,1.63825,0,0.00638,0.00638,completed
82,malleable,1.66704,1.66704,1.67342,0,0.00638,0.00638,completed
83,malleable,1.67361,1.67361,1.67999,0,0.00638,0.00638,completed
84,malleable,1.70639,1.70639,1.71277,0,0.00638,0.00638,completed
85,malleable,1.72692,1.72692,1.7333,0,0.00638,0.00638,completed
86,malleable,1.72808,1.72808,1.73446,0,0.00638,0.00638,completed
87,malleable,1.73038,1.73038,1.73676,0,0.00638,0.00638,completed
88,malleable,1.7538,1.7538,1.76018,0,0.00638,0.00638,completed
89,malleable,1.80111,1.80111,1.80749,0,0.00638,0.00638,completed
90,malleable,1.80387,1.80387,1.81025,0,0.00638,0.00638,completed
91,malleable,1.88813,1.88813,1.89451,0,0.00638,0.00638,completed
92,malleable,1.90836,1.90836,1.91474,0,0.00638,0.00638,completed
93,malleable,1.92218,1.92218,1.92856,0,0.00638,0.00638,completed
94,malleable,1.946,1.946,1.95238,0,0.00638,0.00638,completed
95,malleable,1.96361,1.96361,1.96999,0,0.00638,0.00638,completed
96,malleable,2.00102,2.00102,2.0074,0,0.00638,0.00638,completed
97,malleable,2.01298,2.01298,2.01936,0,0.00638,0.00638,completed
98,malleable,2.04259,2.04259,2.04897,0,0.00638,0.00638,completed
99,malleable,2.04586,2.04586,2.05224,0,0.00638,0.00638,completed
